subject,predicate,object
射弩技艺高超者,成为对象,苗家小伙仰慕
苗族射弩,功能,强健身体
苗族射弩,功能,鼓舞斗志
苗族射弩,功能,增进民族团结
苗族射弩,功能,促进社会和谐
苗族射弩,角色,民族文化交流传统项目
苗族射弩,象征意义,文化符号
苗族射弩实践,体现精神,坚强
苗族射弩实践,体现精神,勇敢
苗族射弩实践,体现精神,稳重
当地政策,措施,鼓励老艺人收徒
当地政策,措施,集中传艺培训青年
优秀青年,参与赛事级别,市民运会
优秀青年,参与赛事级别,全国民运会
杨兴均,身份,项目代表性传承人
杨兴才,身份,项目代表性传承人
制陶工具,包括,花纹板来摩
制陶工具,包括,圆石恒
制陶工具,包括,木板达摩
制陶工具,包括,木槌火恒
制陶工具,包括,锅底板扁
原料,使用材料,当地灰色黏土
常见工序,包含步骤,取土
常见工序,包含步骤,晒土
常见工序,包含步骤,碎土
常见工序,包含步骤,筛土
常见工序,包含步骤,和泥
常见工序,包含步骤,制坯
常见工序,包含步骤,晾晒
常见工序,包含步骤,烧制
成品品种,包括,土锅
成品品种,包括,水缸
成品品种,包括,药罐
成品品种,包括,土盆
成品品种,包括,茶壶
传承方式,特点,家庭传承
传承规则,规定,传女不传男
历史经济功能,作为,家庭主要收入来源
现状变化,趋势,制作人数减少
现存技艺持有者,人物,刀玉化
技艺能力,掌握,完整制陶技艺
代表作品类型,包括,大小各异的土锅
代表作品类型,包括,多种样式的水缸
代表作品类型,包括,药罐等十多种器皿
非遗认定时间,入选年份,云南省第一批省级非物质文化遗产保护名录
代表性传承人,指定为,刀玉化
酥油花,民族性,体现藏文化和宗教艺术结合
酥油花,历史学特征,宗喀巴大师在拉萨大昭寺发起祈愿大法会组织制作大型立体酥油花
酥油花,符号学特征,题材包含佛神、菩萨金刚、飞禽走兽等宗教故事与传说戏曲
酥油花,美学特征,手法写实传神具有很高艺术水准
酥油花,材质特性,以酥油和颜料为基础揉捏调制
酥油花,工艺工序,需经过揉捏、混色、制模、粘贴、扎骨架等多道流程
酥油花,色彩体系,每种颜色按深浅不同最少配制四种
酥油花,保存限制,因酥油易化只能在冬季制作且无法长期保存
酥油花,文化价值,包含宗教学、美学、造型等学科知识
酥油花,非遗地位,入选云南省第四批省级非物质文化遗产代表性项目名录
酥油花,代表性传承人,阿安
西盟佤族甩发舞,民族学特征,源于生产生活的长发护理习俗
西盟佤族甩发舞,历史学特征,由民间艺人加工提炼自日常梳妆行为
西盟佤族甩发舞,符号学特征,黑红色服饰配银饰代表民族审美
西盟佤族甩发舞,社会学特征,集体协作的多人环形或排式队形
西盟佤族甩发舞,民族学特征,以长发为美的文化价值观体现
西盟佤族甩发舞,历史学特征,从单一前后甩发展到多样化甩法演变
西盟佤族甩发舞,符号学特征,银头箍/珠链/大耳环构成身份标识系统
西盟佤族甩发舞,美学特征,歌声与踏步节奏形成视听交响效果
西盟佤族甩发舞,社会学特征,自娱性群众文化活动属性
西盟佤族甩发舞,民族学特征,显示佤族女性社会角色认同
西盟佤族甩发舞,历史学特征,入选云南省非遗扩展项目名录
西盟佤族甩发舞,符号学特征,发梢触地动作隐喻自然崇拜
西盟佤族甩发舞,美学特征,垂直甩发瞬间塑造雕塑感造型
德钦藏族传统服饰,受影响因素,气候
德钦藏族传统服饰,受影响因素,海拔
德钦藏族传统服饰,特点,色彩艳丽
德钦藏族传统服饰,特点,雍容华贵
德钦藏族传统服饰,技艺,传统手工编织服饰技法
德钦藏族传统服饰,组成部分,腰带
德钦藏族传统服饰,组成部分,披肩
德钦藏族传统服饰,组成部分,藏袍
德钦藏族传统服饰,组成部分,楚巴
德钦藏族传统服饰,组成部分,古季皮套衣
德钦藏族传统服饰,组成部分,狐皮帽子
德钦藏族传统服饰,佩饰类型,耳环
德钦藏族传统服饰,佩饰类型,胸饰
德钦藏族传统服饰,佩饰类型,腰饰
德钦藏族传统服饰,佩饰类型,手饰
德钦藏族传统服饰,佩饰类型,藏刀
德钦藏族传统服饰,材料,金
德钦藏族传统服饰,材料,银
德钦藏族传统服饰,材料,珠宝
德钦藏族传统服饰,材料,石器
德钦藏族传统服饰,文化内涵,价值观
德钦藏族传统服饰,文化内涵,道德观
德钦藏族传统服饰,文化内涵,审美观
德钦藏族传统服饰,遗产类型,历史文化遗产
德钦藏族传统服饰,属性,观赏性
德钦藏族传统服饰,属性,艺术性
德钦藏族传统服饰,属性,实用性
德钦藏族传统服饰,入选名录,云南省级非物质文化遗产代表性项目名录扩展项目名录
阿细祭火,民族学特征,彝族支系阿细文化载体
阿细祭火,历史学特征,再现人类繁衍发展艰难历程
阿细祭火,历史学特征,钻木取火发明过程再现
阿细祭火,符号学特征,火神崇拜
阿细祭火,符号学特征,祖先崇拜
阿细祭火,符号学特征,人类生殖图腾崇拜
阿细祭火,美学特征,跳火狂欢
阿细祭火,美学特征,民间文艺表演
阿细祭火,社会学特征,传承人年龄结构偏大
阿细祭火,社会学特征,完整掌握流程者日趋减少
阿细祭火,民族学特征,质朴精神面貌
阿细祭火,民族学特征,勇敢精神面貌
阿细祭火,民族学特征,乐观精神面貌
阿细祭火,民族学特征,开放精神面貌
阿细祭火,历史学特征,由来久远
阿细祭火,符号学特征,祭火神树
阿细祭火,符号学特征,送新火种
阿细祭火,符号学特征,拜火神
耿马傣族刺绣,工序,备料、打布壳、剪样、贴花、精绣、缝合
傣族刺绣,经线材料,白纱线
傣族刺绣,纬线颜色,红、黑
傣族刺绣,图案构成方式,几种不同纹样连续构成
傣族刺绣,配色特点,亮度相同的色彩配色并置
傣族刺绣,纹饰主题,大象、孔雀、狮、马、花、树、缅寺、人纹及一些菱形等几何图案
傣族刺绣,使用材料,棉线或丝线有时加入金线
傣族刺绣,常见技法,平绣、挑绣、锁边绣、盘金绣
傣族刺绣,应用载体,鞋面、枕头套、门帘、佛幡、孩儿帽等用品
傣族刺绣,代表作品,绣花鞋
绣花鞋,特点,绣工精湛色彩绚丽
傣族刺绣,地域特点,鲜明
傣族刺绣,历史文化内涵,深厚
傣族刺绣,融合内容,民俗信仰、审美意识和价值观
傣族刺绣,文化研究价值,很高
傣族刺绣,入选名录,云南省第四批省级非物质文化遗产代表性项目名录
傣族刺绣,项目代表性传承人,罕云霞、刀永琴
速古笃,传入中国时间,约公元世纪
速古笃,流传朝代,宋、元、明、清
速古笃,主要流传地区,新疆、内蒙古及山西、河南、陕西一带
速古笃,宋末传入地点,丽江
速古笃,制作材料,核桃木
速古笃,木质特点,重实为佳
速古笃,耐用性,牢实耐用
速古笃,结构组成,琴头、琴身、上共鸣箱、下共鸣箱
速古笃,琴头长度,约厘米
速古笃,琴头宽度,约厘米
速古笃,琴头厚度,约厘米
速古笃,琴头倾斜角度,约度
速古笃,弦轸位置,左侧
速古笃,弦轸间距,相距厘米
速古笃,琴身别称,琴杆或柄
速古笃,琴身长度,长约厘米
速古笃,琴身上窄下宽趋势,上窄下渐宽
速古笃,上共鸣箱长度,长约厘米
速古笃,上共鸣箱宽度比较,比琴稍宽
速古笃,上共鸣箱与琴身相接处特征,有对称的棱角如竹节
速古笃,上共鸣箱音孔形状,凤眼形
速古笃,下共鸣箱长度,长约厘米
速古笃,下共鸣箱最宽处位置及尺寸,中下部最宽处约厘米
速古笃,下共鸣箱中部厚度,约厘米
速古笃,下共鸣箱形态比喻,如瓢状
速古笃,下共鸣箱蒙皮材质,蟒蛇皮或羊皮
速古笃,琴头弦槽位置,背面
速古笃,琴头弦槽宽度,宽约厘米
速古笃,两共鸣箱间音孔形状,月牙形
速古笃,琴码材质,竹制
速古笃,琴码长度,长约厘米
速古笃,琴码高度,高约厘米
速古笃,琴码形状特点,下宽上窄
速古笃,琴码下部特征,中空
速古笃,琴码触琴面宽度,两边触琴面处约厘米
速古笃,带子用途,便于演奏时挎琴
速古笃,清代失传地区,新疆、内蒙古、山西、河南、陕西等原流传地
速古笃,现今流传地,丽江
速古笃,形制特点,古朴
速古笃,制作方法特点,保存传统
速古笃,演奏技艺特点,保存传统
速古笃,对民族音乐和乐器发展研究价值,提供可贵的实物参照
速古笃制作技艺,入选名录批次,云南省第四批省级非物质文化遗产代表性项目名录
速古笃制作技艺,项目代表性传承人,和占环
昭通苗族古歌,民族学特征,使用古苗语作为唱词语言
昭通苗族古歌,历史学特征,记述苗族先民对天地及人类起源的解释
昭通苗族古歌,符号学特征,“九重天”比喻苗族社会的等级制度
昭通苗族古歌,美学特征,采用自问自答与多种修辞手法增强表达效果
昭通苗族古歌,社会学特征,在喜庆歌舞集会时身着盛装集体演唱
昭通苗族古歌,民族学特征,歌手“堵稿”在族群中享有威望并受尊敬
昭通苗族古歌,历史学特征,包含创世史、战争史、迁徙史和生产生活史内容
昭通苗族古歌,符号学特征,芦笙曲调与各篇章内容相匹配形成固定程式
昭通苗族古歌,美学特征,运用比喻、夸张、排比等修辞手法生动叙事
昭通苗族古歌,社会学特征,通过口传方式在不同地域形成程式差异
昭通苗族古歌,历史学特征,记录了苗族艰苦奋斗开创历史的功绩
昭通苗族古歌,符号学特征,五言句式与长短句并存体现自由韵律特点
怒族,传统乐器,三片高音口弦
三片高音口弦,社会学特征,传情达意工具
三片高音口弦,民族学特征,怒族/傈僳族文化符号
三片高音口弦,符号学特征,借音传话
三片高音口弦,制作材料,冬季向阳坡青竹
三片高音口弦,演奏方式,左手压执手右手拨弹
三片高音口弦,音区分类,腮掰/呆呆
腮掰,音区属性,高音区
呆呆,音区属性,中音区
口弦乐,代表曲目,《牵俄》
口弦乐,代表曲目,《情歌》
口弦乐,代表曲目,《路亚谱日吉奴》
口弦乐,代表曲目,《亚姆亚爬那米里》
云南省第三批省级非物质文化遗产,包含项目,口弦乐
口弦乐,代表性传承人,汝马你
口弦乐,代表性传承人,杨勇
花山节,社会学特征,男女青年谈情说爱的场所
花山节,民族学特征,苗族服饰展示
花山节,民族学特征,摔跤活动
花山节,民族学特征,爬花杆传统
花山节,民族学特征,芦笙舞表演
花山节,民族学特征,口弦演奏
花山节,民族学特征,情歌对唱形式
花山节,历史学特征,由比武活动演变而来
雄花杆插蓝色旗,符号学特征,代表父亲
雌花杆插红色旗,符号学特征,代表母亲
雌花杆较高,符号学特征,象征母亲操持家务辛苦
花杆装饰红黄绿三色纸,美学特征,色彩象征体系
踩花山仪式,美学特征,树木造型艺术
节日盛装与花伞,美学特征,视觉装饰效果
芦笙舞动态韵律,美学特征,音乐舞蹈美感
射弩竞技轨迹线,美学特征,力量运动美学
彝族喀红呗,民族学特征,反映古代狩猎和畜牧生活形态的模拟动作如羊角碰角/猴子爬树/老鹰展翅
彝族喀红呗,历史学特征,通过创世古歌与英雄史诗承载民族遭洪水/战争/迁徙等集体记忆
彝族喀红呗,符号学特征,白色孝布象征生死仪式、马铃铛作为节奏符号强化舞蹈结构
彝族喀红呗,社会学特征,老年人稳健舒展与青年人刚劲有力的代际动作差异
彝族喀红呗,民族学特征,跩脚步/甩铃步等十余种舞步构成独特的身体语言体系
彝族喀红呗,历史学特征,四马追羊/野鸡钻篱笆等动作再现古代生产劳动场景
彝族喀红呗,美学特征,直上直下大幅度动作创造强烈空间张力和节奏美感
彝族喀红呗,社会学特征,面临人走艺绝困境亟待抢救的濒危文化遗产现状
彝族喀红呗,民族学特征,左手持铃右握孝布的性别角色分工与祭祀功能关联
彝族喀红呗,历史学特征,每段舞蹈特殊技巧动作记录着族群技艺演化轨迹
彝族喀红呗,符号学特征,毛狗穿洞等拟态动作暗含自然崇拜的原始信仰密码
彝族喀红呗,美学特征,清脆铃声与人体律动构建多维度的审美体验空间
竹林村,所属民族,纳西族
竹林村,主要家族构成,素和尤两大家族
竹林村,森林覆盖率,高
竹林村,主要树种,云南松、高山栲、清香木、核桃、毛竹
竹林村,传统建筑形式,骑厦楼、蛮楼、闷楼、井干式木楞房
竹林村,文化特征,东巴文化传承保护最好
竹林村,非遗资源,纳西族热美蹉、东巴画、东巴造纸技艺、东巴舞、纳西族民居营造技艺、纳西族服饰、民歌谷气调
竹林村,著名人物,大东巴五敖五举、和仕诚
竹林村,保留仪式,祭天、祭猎神、丧葬、乔迁、办寿、满月
竹林村,重要活动,祭天
竹林村,传承群体,白沙细乐演奏队、文化艺术团、传承保护户
大东乡,荣誉称号,云南省人民政府评为大东纳西族热美蹉之乡
大东村,荣誉名录,第一批中国传统村落
竹林村纳西族传统文化生态保护区,入选名录,云南省第四批省级非物质文化遗产代表性项目名录
竹林村纳西族传统文化生态保护区,项目代表性传承人,和智生、和学强
面塑,俗称,花糕
面塑,俗称,捏面人
面塑,艺术类型,传统民间艺术
面团制作,关键步骤,精选上好小麦面粉和糯米面按比例混合
面团制作,添加材料,石蜡
面团制作,添加材料,蜂蜜
面团制作,添加材料,水
面团制作,处理方式,揉匀制成饼状
面团制作,烹饪方法,放入开水中煮熟
面团制作,冷却后操作,加入少许食盐和甘油揉搓
面团制作,防腐措施,加入食盐和甘油防止腐化
面团制作,着色材料,各色食用色素
面团制作,着色材料,液态广告画颜料
面塑艺人,使用工具,刻刀
面塑艺人,技法,捏
面塑艺人,技法,搓
面塑艺人,技法,掀
面塑艺人,技法,切
面塑艺人,技法,刻
面塑艺人,技法,划
面塑艺人,技法,挑
传统面塑题材,包括内容,十二生肖
传统面塑题材,包括内容,动物类
传统面塑题材,包括内容,水果类
传统面塑题材,包括内容,蔬菜类
传统面塑题材,包括内容,人物类
传统面塑题材,包括内容,器皿类
传统面塑题材,涵盖范围,四大名著
传统面塑题材,涵盖范围,民间故事
传统面塑题材,涵盖范围,神话传说
嵩明面塑,生产规模特征,未形成规模化量产
嵩明面塑技艺传承,现状问题,年轻一辈极少愿意投入时间
嵩明面塑项目,代表性传承人,梁俊丽
拖顶藏族酒歌,民族学特征,包含当地藏族人民群众的文化、价值、道德理念
拖顶藏族酒歌,符号学特征,头戴金边帽身着右衽藏红色氆氇楚巴足登长筒藏鞋内穿白色长袖衬衣踏足甩袖
拖顶藏族酒歌,美学特征,节奏欢快肢体动作幅度极大踢踏节奏激烈
哈尼族服饰,民族学特征,族群标志
哈尼族服饰,符号学特征,反映宗教信仰
哈尼族服饰,美学特征,色彩斑斓美观大方
绿春哈尼族服饰,装饰元素,花边/图案/银饰品
纺织工序,包含步骤,种植棉花→收棉→轧棉→弹棉→搓棉→纺线→绕线→煮线→洗线→捻线→拉线→排线→调线→集线→织布→靛染→凉布→裁缝→剪贴→刺绣
纺织器具,构成材料,木和竹
项目传承人,姓名,白玉收
非物质文化遗产,级别,云南省级
哈尼族服饰,文化载体功能,折射生产生活习俗
哈尼族服饰,研究价值,历史学/科学/文化学
服饰细节,装饰部位,袖口/领边/衣襟/脚边
服饰符号系统,编码信息,年龄/婚姻状况/身份
《濮侬论者渡》,社会学特征,丧葬礼俗应用
《濮侬论者渡》,社会学特征,婚礼仪式功能
《濮侬论者渡》,社会学特征,原始宗教祭祀载体
《濮侬论者渡》,民族学特征,壮族濮侬支系文化标识
《濮侬论者渡》,民族学特征,跨境越南侬族共享遗产
《濮侬论者渡》,历史学特征,洪水神话母题保存
《濮侬论者渡》,历史学特征,早期生产技术记录
《濮侬论者渡》,符号学特征,古壮字手抄本留存
《濮侬论者渡》,符号学特征,五言律诗结构体系
《濮侬论者渡》,符号学特征,首尾韵/腰韵/脖韵系统
《濮侬论者渡》,美学特征,口头韵律艺术表现
《濮侬论者渡》,美学特征,民俗音乐曲调变体
《濮侬论者渡》,美学特征,祭司表演仪式美感
《濮侬论者渡》,历史学特征,伦理道德规范承载
《濮侬论者渡》,历史学特征,生态平衡观念体现
《濮侬论者渡》,民族学特征,娘侄婚配习俗反映
《濮侬论者渡》,民族学特征,建房狩猎技艺传承
布朗族山康茶祖节,民族学特征,表现布朗族精神信仰与价值取向
布朗族山康茶祖节,历史学特征,承载重大历史和原始记忆
布朗族山康茶祖节,美学特征,民间歌舞联欢活动
山康茶祖节,社会学特征,未形成组织机制
山康茶祖节,民族学特征,体现朴素生态发展观
山康茶祖节,历史学特征,源于澜沧县惠民镇芒景村
山康茶祖节,符号学特征,茶魂台作为祭祀核心空间
山康茶祖节,美学特征,盛装前往古茶山祭拜
布朗族,社会学特征,传统生产生活方式日渐消失
布朗族,民族学特征,保留原始农耕文化与传统习俗
布朗族,历史学特征,发现驯化种植利用茶的活动
宗教仪式,符号学特征,接新水送饭给老年人
堆沙滴水,符号学特征,统一为死者献饭寓意先人保佑
黄粑酒肉,社会学特征,筹办用于接待各族来宾
三年轮祭制度,历史学特征,第一二年小祭第三年大祭
剽牛仪式,民族学特征,盛大祭祀茶祖的表现形式
万家四宝斋,社会学特征,前身为怀宝银楼
乌铜走银工艺,历史学特征,全手工操作
合金材料,历史学特征,红铜及黄金熔铸
制作流程,历史学特征,浇铸于石板或铁板上成薄块状
成型工艺,历史学特征,手工捶打至所需厚度
装饰手法,历史学特征,镌刻诗词歌赋/山水人物字画图案
焊药应用,历史学特征,祖传秘制配方
色彩变化机制,历史学特征,人体汗液接触后红铜变乌色
艺术表现,符号学特征,刻痕中灌注白银形成对比
工艺符号,符号学特征,"""走银""指银丝嵌入技术"
审美标准,美学特征,红铜与黄金合金比例恰当性
视觉美感,美学特征,白银在刻痕中晶莹白亮效果
造型艺术,美学特征,烟斗/墨盒/酒具等器型设计
装饰美学,美学特征,手工刻绘的精美程度决定品位
非遗认定,社会学特征,云南省级非物质文化遗产扩展项目
陆良彝族大三弦舞,民族学特征,彝族撒尼人文化传统
陆良彝族大三弦舞,历史学特征,世代流传无具体起源时代可查
陆良彝族大三弦舞,符号学特征,琴声和掌声作为召集信号
陆良彝族大三弦舞,舞蹈队形,圆圈和方队为主
陆良彝族大三弦舞,舞步类型,弹跳步、跑跳步、转自跳、十字档、弹脚转身跳、摆臂转圈
陆良彝族大三弦舞,动作特点,蹬脚有韧劲收脚有弹力
陆良彝族大三弦舞,节奏控制,随着音乐快慢和哨音长短变化舞步
陆良彝族大三弦舞,适用场景,广场大型文娱活动与舞台演出
陆良彝族大三弦舞,传承方式,节日聚会与中小学教育活动
陆良彝族大三弦舞,保护地位,云南省第一批省级非物质文化遗产
陆良彝族大三弦舞,代表性传承人,赵竹英
纳西族建筑彩绘,民族学特征,融合汉/藏/白族等多民族技艺
纳西族建筑彩绘,历史学特征,兴起于明代初期
纳西族建筑彩绘,符号学特征,包含佛/道/儒宗教文化图案
纳西族建筑彩绘,美学特征,三脉五脉晕口留白技法
纳西族建筑彩绘,社会学特征,入选云南省第四批省级非物质文化遗产代表性项目名录
纳西族建筑彩绘,民族学特征,具有纳西族特色和地方特点
纳西族建筑彩绘,符号学特征,使用桃木笔及朱丹/石绿/铅粉矿物颜料
纳西族建筑彩绘,社会学特征,维系丽江古城传统建筑风格
纳西族建筑彩绘,民族学特征,反映当地审美趋向与人文色彩
纳西族建筑彩绘,历史学特征,施作于殿宇/祠堂/寺庙等大型木结构建筑
纳西族建筑彩绘,符号学特征,防虫防潮增强木构耐久性功能
木庚锡,角色,项目代表性传承人
文盛街村,民族构成主体,汉族
文盛街村,历史地位,古丝绸之路开南古道重要驿站
文盛街村,荣誉称号,第二批中国传统村落
文盛街村,荣誉称号,第六批中国历史文化名村
文盛街村,建筑结构特征,土木结构青瓦屋顶
文盛街村,传统院落形式,三坊一照壁四合五天井合院建筑
文盛街村,传统院落形式,一颗印式院落
文盛街村,非物质文化遗产项目,密祉元宵灯会民俗活动
文盛街村,民间文学代表作品,《太极顶的传说》
文盛街村,民间文学代表作品,《珍珠泉的传说》
文盛街村,民间文学代表作品,《小河淌水的源头》
文盛街村,民间文学代表作品,《千年树王的传说》
文盛街村,传统音乐类型,弥渡民歌
文盛街村,传统音乐类型,洞经音乐
文盛街村,传统戏剧形式,密祉花灯
文盛街村,传统戏剧形式,花灯小调
文盛街村,传统美术工艺,彩扎
文盛街村,传统美术工艺,剪纸
文盛街村,家庭手工业类型,土陶制作
文盛街村,家庭手工业类型,麻纺
文盛街村,家庭手工业类型,编织竹编
文盛街村,家庭手工业类型,草编
文盛街村,家庭手工业类型,棕编
文盛街村,食品加工工艺,豆腐制作完整流程展示
文盛街村,传统饮食特色,豆腐宴
文盛街村,传统饮食特色,农村土八碗
文盛街村,服饰文化特征,清末风格延续
文盛街村,典型服饰符号,老年妇女头饰勒子
文盛街村,非遗展示场所数量,五处非物质文化展示场馆
文盛街村,文化生态定位,弥渡花灯生存发展空间
文盛街村,文化生态定位,弥渡民歌传承核心区
文盛街村,民俗活动保存完整性,正月十五龙灯会最完整地区之一
文盛街村,省级非遗名录入选时间,云南省第四批省级非物质文化遗产代表性项目名录
文盛街村,项目代表性传承人,石兴才
文盛街村,项目代表性传承人,王海富
盘王节,祭祀对象,盘瓠/盘王
盘王节,历史文献记载,《搜神记》
盘王节,历史文献记载,《蛮子歌》
盘王节,历史文献记载,《岭外代答》
盘王节,地域分布特征,大分散、小聚居
盘王节,统一节期设定时间,每年农历十月十六日
盘王节,核心仪式内容,祭盘王
盘王节,核心仪式内容,唱盘王
盘王节,核心仪式内容,跳盘王
祭盘王,主持者身份,祭司
祭盘王,供奉神像,盘王
祭盘王,供奉神像,三元
祭盘王,祭品类型,猪
祭盘王,祭品类型,鸡
祭盘王,祭品类型,鸭
唱盘王,歌曲类别,瑶族古歌
唱盘王,歌曲类别,信歌
唱盘王,歌曲类别,劳动歌
唱盘王,歌曲类别,情歌
跳盘王,舞蹈模拟对象,劳动
跳盘王,舞蹈模拟对象,动物
跳盘王,舞蹈模拟对象,神灵
盘王节,文化功能,促进民族团结
盘王节,文化功能,文化传承
盘王节,政策关联,非遗保护
盘王节,入选名录,云南省第四批省级非物质文化遗产代表性项目名录
盘王节,代表性传承人,蒋保寿
红河州河口瑶族自治县,举办活动,瑶族盘王节
还盘王愿,演变为,盘王节
盘王节,象征意义,五谷丰登
盘王节,象征意义,人畜兴旺
施甸龙会,社会学特征,集体参与
施甸龙会,社会学特征,社区凝聚力
施甸龙会,民族学特征,蒙古文化影响
施甸龙会,历史学特征,明代起源
施甸龙会,符号学特征,龙象征祥瑞
施甸龙会,符号学特征,水神信仰
施甸龙会,美学特征,彩绘龙衣设计
施甸龙会,美学特征,青黄配色方案
三沟头龙会,社会学特征,十八寨联合举办
太平羊皮会,民族学特征,竞技传统演变
龙形结构,符号学特征,三十六节建制
舞龙动作,美学特征,结盘造型
音乐配合,符号学特征,鼓点节奏控制
性别参与变化,社会学特征,妇女儿童加入
扎龙技艺,美学特征,木柄操控设计
宗教元素,符号学特征,请水仪式
刀杆节,民族学特征,傈僳族传统节日、积极借鉴与吸纳彝族/白族/汉族文化
刀杆节,历史学特征,纪念明朝三征麓川的兵部尚书王骥
刀杆节,符号学特征,上刀山/下火海仪式象征勇气与祈福
刀杆节,美学特征,唱词/手上舞蹈动作/五谷种子撒播寓意美好
刀杆节,传承现状,老艺人稀少且后继乏人面临失传危险
海润朝,身份属性,云南省第四批省级非物质文化遗产代表性项目传承人
碧寨山歌,社会学特征,男女传情达意
碧寨山歌,社会学特征,宾主迎来送往
碧寨山歌,民族学特征,各族人民参与歌会
碧寨山歌,历史学特征,见证经济发展历程
碧寨山歌,历史学特征,见证文化演变
碧寨山歌,历史学特征,伴随居民起源演变
碧寨山歌,符号学特征,十二花名象征体系
碧寨山歌,符号学特征,十二花甲计时系统
碧寨山歌,符号学特征,六十花甲演绎方式
碧寨山歌,美学特征,清新明快风格
碧寨山歌,美学特征,简洁有力表现
碧寨山歌,美学特征,即兴创作智慧
碧寨山歌,社会学特征,教化规范行为
碧寨山歌,社会学特征,文化传承功能
碧寨山歌,民族学特征,多民族共融体现
碧寨山歌,符号学特征,调子固定结构
碧寨山歌,符号学特征,临场发挥机制
碧寨山歌,美学特征,形象生动表达
碧寨山歌,美学特征,情意真挚特质
碧寨山歌,民族学特征,山地文化载体
碧寨山歌,民族学特征,农耕文化反映
碧寨山歌,历史学特征,入选省级非遗名录
太平花灯,保留内容,早期云南花灯演出习俗
太平花灯,仪式环节,祭灯神、接灯神、送灯神
太平花灯,祈求目标,平安五谷丰登
太平花灯,文化功能,群众精神文化生活重要内容
彝族太平花灯,起源民族,汉族
彝族太平花灯,传入时间,清嘉庆年间
彝族太平花灯,艺术模式,戏剧、歌舞、小唱三渠并流
彝族太平花灯,表演风格,悲喜剧闹剧为主
彝族太平花灯,融合元素,彝族民间秧老鼓、霸王鞭
彝族太平花灯,主要剧目,《李府拜寿》《大头送妹》《朱买臣休妻》《大凤阳》
彝族太平花灯,表演特点,生活化无程式化动作
彝族太平花灯,唱腔特征,吸收彝族音乐元素
彝族太平花灯,演员性别,男性
彝族太平花灯,旦角表现方式,小嗓演唱和道白
彝族太平花灯,伴奏乐器,彝族四弦小二胡和锣鼓钹等打击乐器
彝族太平花灯,传承方式,家族传承
彝族太平花灯,追溯代数,五六代人
彝族太平花灯,代表性家族,代国元家族和李家能家族
彝族太平花灯,研究价值,云南花灯早期形态参考
彝族太平花灯,入选名录,云南省第四批省级非物质文化遗产代表性项目名录扩展项目名录
永胜水酥饼制作技艺,传入地点,永胜县永北镇
永胜水酥饼制作技艺,初始传授者,湖南民间艺人
永胜水酥饼制作技艺,首代传承人,杨树轩
永胜水酥饼制作技艺,传承代数,三代
永胜水酥饼制作技艺,主要分布社区,东北街
永胜水酥饼制作技艺,主要分布社区,西南街
永胜水酥饼制作技艺,核心原料,精面粉
永胜水酥饼制作技艺,核心原料,鲜猪板油
永胜水酥饼制作技艺,关键工艺环节,浸泡
永胜水酥饼制作技艺,关键工艺环节,烘烤
永胜水酥饼制作技艺,传统馅料类型,豆沙
永胜水酥饼制作技艺,传统馅料类型,火腿
永胜水酥饼制作技艺,传统馅料类型,白糖
永胜水酥饼制作技艺,创新馅料类型,玫瑰
永胜水酥饼制作技艺,创新馅料类型,蛋黄
永胜水酥饼制作技艺,创新馅料类型,水果
永胜水酥饼制作技艺,产品特征,质地松软
永胜水酥饼制作技艺,产品特征,色香味美
永胜水酥饼制作技艺,产品特征,酥滑不腻
永胜水酥饼制作技艺,产品特征,易于消化
永胜水酥饼制作技艺,文化属性,云南省第四批省级非物质文化遗产代表性项目
永胜水酥饼制作技艺,代表性传承人,周玉华
九隆神话,民族学特征,纹身习俗
九隆神话,民族学特征,衣皆著尾的服饰特点
九隆神话,历史学特征,王位推举制
九隆神话,历史学特征,对偶婚群婚阶段
九隆神话,符号学特征,沉木象征性器官男根
九隆神话,符号学特征,龙舐九隆象征华夏图腾认同
九隆神话,美学特征,哀牢归汉雕塑艺术表现
九隆神话,美学特征,九隆传说浮雕视觉叙事
沙壹怀孕,生产方式,渔业经济形态
沉木化龙,政治策略,利用华夏图腾获取汉朝信赖
九隆为王,社会结构变迁,男性主导地位确立
种人皆刻画其身,文化标识,身体纹饰传统
衣皆著尾,物质文化,特色服饰形制
东巴面偶,民族学特征,反映古代纳西族万物有灵的观念
东巴面偶,历史学特征,伴随东巴教同期形成已有多年的历史
东巴面偶,符号学特征,东巴教宗教观念的外化表现
东巴面偶,社会学特征,对维持东巴仪式的存活空间和意义具有重要作用
东巴面偶,历史学特征,是研究藏彝走廊民族关系及文化融合发展的重要实证
东巴面偶,美学特征,保留有民间雕塑随性、率真的特点
东巴面偶,社会学特征,具有较高的审美价值、艺术价值、文化价值和学术研究价值
东巴面偶,民族学特征,纳西族东巴文化的重要组成部分
东巴面偶,历史学特征,《大祭风木牌画画稿》《大祭风仪式中各种设置物的做法及仪式规程》等近二十种东巴经典为代表作
东巴面偶,符号学特征,一般为圆柱体简化下半身突出上半身和面部神态
东巴面偶,美学特征,形象保留民间雕塑特点
无量山系彝族打歌,风格特点,上耸下踏的竖向运动
哀牢山系彝族打歌,风格特点,前后左右横向运动与连臂踏歌姿态
无量山镇红星彝族打歌,核心动律,双膝带动身体的屈伸运动
南涧彝族打歌,伴奏乐器组合,竹笛/葫芦笙/小三弦/大三弦
